date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:30:13	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2010%20Apr%202021%2009:00:12%20GMT	https://www.benhaddock.co.uk/robots.txt		(from )
14:30:13	2627/2627	---M-Z	200	added ('OK')	text/html	etag:%22a43-5b919e439cf6e-gzip%22	https://www.benhaddock.co.uk/	/storage/emulated/0/websites/portfolio/portfoli/www.benhaddock.co.uk/index.html	(from )
14:30:13	6461/6461	---M--	200	added ('OK')	text/css	etag:%22193d-5b919e4513f68%22	https://www.benhaddock.co.uk/styles.css	/storage/emulated/0/websites/portfolio/portfoli/www.benhaddock.co.uk/styles.css	(from https://www.benhaddock.co.uk/)
14:30:17	17479/17479	---MCZ	200	added ('OK')	text/html	etag:W/%224447-4rgPQu9hrGh2y63sW/M7R8k1lRY%22	https://www.fatsoma.com/	/storage/emulated/0/websites/portfolio/portfoli/www.fatsoma.com/index.html	(from https://www.benhaddock.co.uk/)
14:30:17	548086/548086	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Apr%202021%2009:00:16%20GMT	https://www.behance.net/gallery/66686993/Celebrating-Wranglers-70th-birthday	/storage/emulated/0/websites/portfolio/portfoli/www.behance.net/gallery/66686993/Celebrating-Wranglers-70th-birthday.html	(from https://www.benhaddock.co.uk/)
14:30:19	501754/501754	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Apr%202021%2009:00:18%20GMT	https://www.behance.net/gallery/66730771/Bringing-Wrangler-Europe-closer-to-its-audience	/storage/emulated/0/websites/portfolio/portfoli/www.behance.net/gallery/66730771/Bringing-Wrangler-Europe-closer-to-its-audience.html	(from https://www.benhaddock.co.uk/)
14:30:19	575806/575806	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Apr%202021%2009:00:19%20GMT	https://www.behance.net/gallery/15178791/Creating-a-companion-app-for-Chester-Zoo	/storage/emulated/0/websites/portfolio/portfoli/www.behance.net/gallery/15178791/Creating-a-companion-app-for-Chester-Zoo.html	(from https://www.benhaddock.co.uk/)
14:30:20	533631/533631	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Apr%202021%2009:00:20%20GMT	https://www.behance.net/gallery/26530435/Showcasing-Chester-Zoos-rich-history	/storage/emulated/0/websites/portfolio/portfoli/www.behance.net/gallery/26530435/Showcasing-Chester-Zoos-rich-history.html	(from https://www.benhaddock.co.uk/)
14:30:22	423184/423184	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Apr%202021%2009:00:21%20GMT	https://www.behance.net/benhaddock	/storage/emulated/0/websites/portfolio/portfoli/www.behance.net/benhaddock.html	(from https://www.benhaddock.co.uk/)
14:30:24	61936/61936	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Apr%202021%2009:00:23%20GMT	https://twitter.com/benhaddock	/storage/emulated/0/websites/portfolio/portfoli/twitter.com/benhaddock.html	(from https://www.benhaddock.co.uk/)
14:30:25	27472/27472	---M--	200	added ('OK')	text/html	etag:%226b50-5b919e7158ed0%22	https://www.benhaddock.co.uk/fonts/agrandir-medium.woff2	/storage/emulated/0/websites/portfolio/portfoli/www.benhaddock.co.uk/fonts/agrandir-medium.html	(from https://www.benhaddock.co.uk/styles.css)
14:30:27	33912/33912	---M--	200	added ('OK')	application/font-woff	etag:%228478-5b919e8407223%22	https://www.benhaddock.co.uk/fonts/agrandir-medium.woff	/storage/emulated/0/websites/portfolio/portfoli/www.benhaddock.co.uk/fonts/agrandir-medium.woff	(from https://www.benhaddock.co.uk/styles.css)
14:30:28	15116/15116	---M--	200	added ('OK')	text/html	etag:%223b0c-5b919e81fcacb%22	https://www.benhaddock.co.uk/fonts/basiersquare-regular.woff2	/storage/emulated/0/websites/portfolio/portfoli/www.benhaddock.co.uk/fonts/basiersquare-regular.html	(from https://www.benhaddock.co.uk/styles.css)
14:30:28	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2010%20Apr%202021%2009:00:27%20GMT	https://uk.linkedin.com/in/benhaddock/	/storage/emulated/0/websites/portfolio/portfoli/uk.linkedin.com/in/benhaddock/index.html	(from https://www.benhaddock.co.uk/)
14:30:33	21432/21432	---M--	200	added ('OK')	application/font-woff	etag:%2253b8-5b919e801c353%22	https://www.benhaddock.co.uk/fonts/basiersquare-regular.woff	/storage/emulated/0/websites/portfolio/portfoli/www.benhaddock.co.uk/fonts/basiersquare-regular.woff	(from https://www.benhaddock.co.uk/styles.css)
14:30:35	171818/171818	---M--	200	added ('OK')	image/png	etag:%2229f2a-5b919ea1f0546%22	https://www.benhaddock.co.uk/img/small/image-fatsoma@2x.png	/storage/emulated/0/websites/portfolio/portfoli/www.benhaddock.co.uk/img/small/image-fatsoma@2x.png	(from https://www.benhaddock.co.uk/styles.css)
14:30:37	141770/141770	---M--	200	added ('OK')	image/png	etag:%22229ca-5b919e86eb5d7%22	https://www.benhaddock.co.uk/img/small/image-wrangler@2x.png	/storage/emulated/0/websites/portfolio/portfoli/www.benhaddock.co.uk/img/small/image-wrangler@2x.png	(from https://www.benhaddock.co.uk/styles.css)
14:30:38	107682/107682	---M--	200	added ('OK')	image/png	etag:%221a4a2-5b919e99eaa08%22	https://www.benhaddock.co.uk/img/small/image-chester-zoo@2x.png	/storage/emulated/0/websites/portfolio/portfoli/www.benhaddock.co.uk/img/small/image-chester-zoo@2x.png	(from https://www.benhaddock.co.uk/styles.css)
14:30:40	169832/169832	---M--	200	added ('OK')	image/png	etag:%2229768-5b919e9f50751%22	https://www.benhaddock.co.uk/img/small/image-fatsoma@3x.png	/storage/emulated/0/websites/portfolio/portfoli/www.benhaddock.co.uk/img/small/image-fatsoma@3x.png	(from https://www.benhaddock.co.uk/styles.css)
14:30:43	286348/286348	---M--	200	added ('OK')	image/png	etag:%2245e8c-5b919e8a39109%22	https://www.benhaddock.co.uk/img/small/image-wrangler@3x.png	/storage/emulated/0/websites/portfolio/portfoli/www.benhaddock.co.uk/img/small/image-wrangler@3x.png	(from https://www.benhaddock.co.uk/styles.css)
14:30:46	179996/179996	---M--	200	added ('OK')	image/png	etag:%222bf1c-5b919e8eadaf6%22	https://www.benhaddock.co.uk/img/small/image-chester-zoo@3x.png	/storage/emulated/0/websites/portfolio/portfoli/www.benhaddock.co.uk/img/small/image-chester-zoo@3x.png	(from https://www.benhaddock.co.uk/styles.css)
14:30:46	396519/396519	---M--	200	added ('OK')	image/png	etag:%2260ce7-5b919e9cb383c%22	https://www.benhaddock.co.uk/img/large/image-fatsoma@2x.png	/storage/emulated/0/websites/portfolio/portfoli/www.benhaddock.co.uk/img/large/image-fatsoma@2x.png	(from https://www.benhaddock.co.uk/styles.css)
14:30:51	248/248	---M--	200	added ('OK')	text/plain	etag:W/%22f8-178a7899538%22	https://www.fatsoma.com/robots.txt		(from https://www.benhaddock.co.uk/)
14:31:01	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2010%20Apr%202021%2009:00:53%20GMT	http://cdn.metarouter.io/	/storage/emulated/0/websites/portfolio/portfoli/cdn.metarouter.io/index.html	(from https://www.fatsoma.com/)
14:31:07	230/230	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2010%20Apr%202021%2009:01:01%20GMT	http://www.google-analytics.com/	/storage/emulated/0/websites/portfolio/portfoli/www.google-analytics.com/index.html	(from https://www.fatsoma.com/)
14:31:10	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Sat,%2010%20Apr%202021%2009:01:07%20GMT	http://www.googletagmanager.com/	/storage/emulated/0/websites/portfolio/portfoli/www.googletagmanager.com/index.html	(from https://www.fatsoma.com/)
14:31:10	7408/7408	---MCZ	200	added ('OK')	text/css	etag:W/%221cf0-178b1e218c0%22	https://cdn-ember.fatsoma.com/assets/fonts/fonts-9b0c8531fb0c2dff10155754facd51d2.css	/storage/emulated/0/websites/portfolio/portfoli/cdn-ember.fatsoma.com/assets/fonts/fonts-9b0c8531fb0c2dff10155754facd51d2.css	(from https://www.fatsoma.com/)
14:31:13	432241/432241	---M--	200	added ('OK')	image/png	etag:%2269871-5b919e7e2547b%22	https://www.benhaddock.co.uk/img/large/image-chester-zoo@2x.png	/storage/emulated/0/websites/portfolio/portfoli/www.benhaddock.co.uk/img/large/image-chester-zoo@2x.png	(from https://www.benhaddock.co.uk/styles.css)
14:31:13	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2010%20Apr%202021%2009:01:11%20GMT	http://cdn-ember.fatsoma.com/	/storage/emulated/0/websites/portfolio/portfoli/cdn-ember.fatsoma.com/index.html	(from https://www.fatsoma.com/)
14:31:13	849226/849226	---M--	200	added ('OK')	image/png	etag:%22cf54a-5b919f1ea7eff%22	https://www.benhaddock.co.uk/img/large/image-wrangler@2x.png	/storage/emulated/0/websites/portfolio/portfoli/www.benhaddock.co.uk/img/large/image-wrangler@2x.png	(from https://www.benhaddock.co.uk/styles.css)
14:31:14	38252/38252	---M--	200	added ('OK')	font/woff2	etag:W/%22956c-178b1e214d8%22	https://cdn-ember.fatsoma.com/assets/fonts/axiforma/Axiforma-Black-5cc96aced1f59461b9a850c569ac7a6b.woff2	/storage/emulated/0/websites/portfolio/portfoli/cdn-ember.fatsoma.com/assets/fonts/axiforma/Axiforma-Black-5cc96aced1f59461b9a850c569ac7a6b.woff2	(from https://www.fatsoma.com/)
14:31:16	38168/38168	---M--	200	added ('OK')	font/woff2	etag:W/%229518-178b1e214d8%22	https://cdn-ember.fatsoma.com/assets/fonts/axiforma/Axiforma-Medium-ccc90eb2f64f43dcee0f2950cdb93481.woff2	/storage/emulated/0/websites/portfolio/portfoli/cdn-ember.fatsoma.com/assets/fonts/axiforma/Axiforma-Medium-ccc90eb2f64f43dcee0f2950cdb93481.woff2	(from https://www.fatsoma.com/)
14:31:18	38404/38404	---M--	200	added ('OK')	font/woff2	etag:W/%229604-178b1e214d8%22	https://cdn-ember.fatsoma.com/assets/fonts/axiforma/Axiforma-Bold-09129152e3337ef577d0424f9c0f61f5.woff2	/storage/emulated/0/websites/portfolio/portfoli/cdn-ember.fatsoma.com/assets/fonts/axiforma/Axiforma-Bold-09129152e3337ef577d0424f9c0f61f5.woff2	(from https://www.fatsoma.com/)
14:31:19	38224/38224	---M--	200	added ('OK')	font/woff2	etag:W/%229550-178b1e214d8%22	https://cdn-ember.fatsoma.com/assets/fonts/axiforma/Axiforma-ExtraBold-f4cda42becfff0266144ed941cc5fc0f.woff2	/storage/emulated/0/websites/portfolio/portfoli/cdn-ember.fatsoma.com/assets/fonts/axiforma/Axiforma-ExtraBold-f4cda42becfff0266144ed941cc5fc0f.woff2	(from https://www.fatsoma.com/)
